ChannelName,AdvertiserName,RevenueCode2,OrderNumber,LineNumber,SpotNumber,SpotLength,SpotRate,SpotState,PriorityCode,AirDate,AirTime1,InventoryCodeBooked,PathBooked,InventoryCodePlaced,PathPlaced,TimePeriod,AEFullName,ProductCode,ParentProductCode,DemoCode,BookedRating,BookedImpressions,UnitCode,CPP,TotalEquivSold,EffectiveUnitRate,UnitAirStatusCode,InventoryType
BSWN,Highland Allergy Clinic,National,40043,7,134,30,0.0,Placed,P-04,04/15/2026,18:15:03,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Tyler Brennan,HCMEDFAC,HLTHCARE,A35-64,0.0,0,General,,1.0,0.0,Normal,NM
BSWN,Sapling Pediatrics,National,40090,2,75,30,0.0,Placed,P-09,09/18/2026,18:20:31,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Tyler Brennan,HCMEDFAC,HLTHCARE,A25-54,0.0,0,General,,1.0,0.0,Normal,NM
BSWN,Sunset Joren Dealers,National,40000,24,3,30,0.0,Placed,P-09,03/18/2026,02:13:49,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Sapling Pediatrics,National,40090,2,85,30,0.0,Placed,P-09,09/20/2026,17:29:23,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Tyler Brennan,HCMEDFAC,HLTHCARE,A25-54,0.0,0,General,,1.0,0.0,Normal,NM
BSWN,Sapling Pediatrics,National,40090,2,91,30,0.0,Placed,P-09,09/21/2026,12:11:48,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Tyler Brennan,HCMEDFAC,HLTHCARE,A25-54,0.0,0,General,,1.0,0.0,Normal,NM
BSWN,Sunset Joren Dealers,National,40033,17,113,30,0.0,Placed,P-09,04/16/2026,18:11:01,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Sunset Joren Dealers,National,40033,17,154,30,0.0,Placed,P-09,04/23/2026,15:12:28,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Sunset Joren Dealers,National,40033,17,175,30,0.0,Placed,P-09,04/27/2026,12:18:20,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Sapling Pediatrics,National,40091,6,12,30,0.0,Placed,P-09,05/18/2026,12:28:07,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Tyler Brennan,HCMEDFAC,HLTHCARE,A25-54,0.0,0,General,,1.0,0.0,Normal,NM
BSWN,Sapling Pediatrics,National,40091,6,64,30,0.0,Placed,P-09,05/27/2026,14:11:12,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Tyler Brennan,HCMEDFAC,HLTHCARE,A25-54,0.0,0,General,,1.0,0.0,Normal,NM
BSWN,Coastline Auto Glass,National,40092,5,20,30,0.0,Placed,P-19,06/17/2026,18:13:49,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Christopher Yates,AUTOMALL,AUTO,A35-64,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Coastline Auto Glass,National,40092,5,17,30,0.0,Placed,P-19,06/18/2026,18:13:10,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Christopher Yates,AUTOMALL,AUTO,A35-64,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Coastline Auto Glass,National,40092,5,10,30,0.0,Placed,P-19,05/19/2026,18:11:21,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Christopher Yates,AUTOMALL,AUTO,A35-64,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Coastline Auto Glass,National,40092,5,1,30,0.0,Placed,P-19,05/17/2026,17:21:10,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Christopher Yates,AUTOMALL,AUTO,A35-64,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Coastline Auto Glass,National,40092,5,3,30,0.0,Placed,P-19,05/16/2026,18:11:12,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Christopher Yates,AUTOMALL,AUTO,A35-64,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Sunset Joren Dealers,National,40033,17,76,30,0.0,Placed,P-09,04/11/2026,18:19:49,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Sunset Joren Dealers,National,40033,17,106,30,0.0,Placed,P-09,04/15/2026,18:14:03,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Sunset Joren Dealers,National,40033,17,97,30,0.0,Placed,P-09,04/14/2026,18:10:46,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Sunset Joren Dealers,National,40033,17,61,30,0.0,Placed,P-09,04/08/2026,14:41:46,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Sunset Joren Dealers,National,40033,17,90,30,0.0,Placed,P-09,04/12/2026,17:11:33,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Sunset Joren Dealers,National,40033,17,74,30,0.0,Placed,P-09,04/09/2026,12:19:53,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Sunset Joren Dealers,National,40033,17,47,30,0.0,Placed,P-04,04/07/2026,14:42:37,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Sunset Joren Dealers,National,40033,17,15,30,0.0,Placed,P-09,04/01/2026,18:13:05,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Sunset Joren Dealers,National,40033,17,17,30,0.0,Placed,P-09,04/02/2026,16:48:08,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Sunset Joren Dealers,National,40033,17,27,30,0.0,Placed,P-09,04/05/2026,12:12:03,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Sunset Joren Dealers,National,40033,17,8,30,0.0,Placed,P-09,03/31/2026,18:13:57,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Sunset Joren Dealers,National,40000,24,10,30,0.0,Placed,P-09,03/28/2026,17:40:13,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Sapling Pediatrics,National,40093,2,9,30,0.0,Placed,P-09,06/28/2026,12:26:31,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Tyler Brennan,HCMEDFAC,HLTHCARE,A25-54,0.0,0,General,,1.0,0.0,Normal,NM
BSWN,Sapling Pediatrics,National,40094,5,104,30,0.0,Placed,P-09,04/18/2026,16:29:22,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Tyler Brennan,HCMEDFAC,HLTHCARE,A25-54,0.0,0,General,,1.0,0.0,Normal,NM
BSWN,Sapling Pediatrics,National,40094,5,56,30,0.0,Placed,P-09,04/11/2026,18:29:23,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Tyler Brennan,HCMEDFAC,HLTHCARE,A25-54,0.0,0,General,,1.0,0.0,Normal,NM
BSWN,Sapling Pediatrics,National,40094,5,70,30,0.0,Placed,P-04,04/09/2026,12:26:13,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Tyler Brennan,HCMEDFAC,HLTHCARE,A25-54,0.0,0,General,,1.0,0.0,Normal,NM
BSWN,Sapling Pediatrics,National,40094,5,63,30,0.0,Placed,P-09,04/12/2026,17:20:49,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Tyler Brennan,HCMEDFAC,HLTHCARE,A25-54,0.0,0,General,,1.0,0.0,Normal,NM
BSWN,Sapling Pediatrics,National,40094,5,45,30,0.0,Placed,P-04,04/08/2026,14:48:33,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Tyler Brennan,HCMEDFAC,HLTHCARE,A25-54,0.0,0,General,,1.0,0.0,Normal,NM
BSWN,Coastline Auto Glass,National,40086,5,1,30,0.0,Placed,P-19,07/01/2026,18:15:25,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Christopher Yates,AUTOMALL,AUTO,A35-64,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Coastline Auto Glass,National,40044,9,106,30,0.0,Placed,P-19,09/24/2026,17:42:33,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Christopher Yates,AUTOMALL,AUTO,A35-64,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Coastline Auto Glass,National,40086,5,2,30,0.0,Placed,P-19,07/02/2026,18:12:52,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Christopher Yates,AUTOMALL,AUTO,A35-64,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Sunset Joren Dealers,National,40095,17,81,30,0.0,Placed,P-09,06/14/2026,18:11:11,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Sunset Joren Dealers,National,40095,17,58,30,0.0,Placed,P-09,06/10/2026,17:39:39,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Sunset Joren Dealers,National,40095,17,66,30,0.0,Placed,P-09,06/11/2026,12:11:53,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Naomi Foster,AUTOJORN,AUTO,A25-54,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Loaded Subs Co. /Repped,National,40087,9,14,30,0.0,Placed,P-09,08/17/2026,12:12:54,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,TristateMedia TristateMedia,RESTFAST,REST,HH,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Highland Allergy Clinic,National,40043,7,17,30,0.0,Placed,P-09,03/28/2026,17:58:52,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Tyler Brennan,HCMEDFAC,HLTHCARE,A35-64,0.0,0,General,,1.0,0.0,Normal,NM
BSWN,Loaded Subs Co. /Repped,National,40087,9,9,30,0.0,Placed,P-09,08/16/2026,17:12:11,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,TristateMedia TristateMedia,RESTFAST,REST,HH,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Highland Allergy Clinic,National,40043,7,6,30,0.0,Placed,P-09,03/18/2026,02:28:52,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Tyler Brennan,HCMEDFAC,HLTHCARE,A35-64,0.0,1052725,General,,1.0,0.0,Normal,NM
BSWN,Highland Allergy Clinic,National,40043,7,28,30,0.0,Placed,P-09,03/31/2026,18:26:26,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Tyler Brennan,HCMEDFAC,HLTHCARE,A35-64,0.0,0,General,,1.0,0.0,Normal,NM
BSWN,Highland Allergy Clinic,National,40043,7,39,30,0.0,Placed,P-09,04/01/2026,18:12:35,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Tyler Brennan,HCMEDFAC,HLTHCARE,A35-64,0.0,0,General,,1.0,0.0,Normal,NM
BSWN,Highland Allergy Clinic,National,40043,7,49,30,0.0,Placed,P-09,04/02/2026,16:59:23,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Tyler Brennan,HCMEDFAC,HLTHCARE,A35-64,0.0,0,General,,1.0,0.0,Normal,NM
BSWN,Beacon Casualty Group /Repped,National,40096,6,10,15,0.0,Placed,P-09,09/20/2026,17:15:32,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,RegionalSports RegionalSports,FININSAU,FINANCE,HH,0.0,0,Sponsor,,0.5,0.0,Normal,NM
BSWN,Beacon Casualty Group /Repped,National,40096,6,2,15,0.0,Placed,P-09,09/21/2026,12:13:33,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,RegionalSports RegionalSports,FININSAU,FINANCE,HH,0.0,0,Sponsor,,0.5,0.0,Normal,NM
BSWN,Highland Allergy Clinic,National,40043,7,94,30,0.0,Placed,P-09,04/08/2026,14:42:46,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Tyler Brennan,HCMEDFAC,HLTHCARE,A35-64,0.0,0,General,,1.0,0.0,Normal,NM
BSWN,Loaded Subs Co. /Repped,National,40087,9,7,30,0.0,Placed,P-09,08/13/2026,17:43:53,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,TristateMedia TristateMedia,RESTFAST,REST,HH,0.0,0,Sponsor,,1.0,0.0,Normal,NM
BSWN,Highland Allergy Clinic,National,40043,7,137,30,0.0,Placed,P-04,04/16/2026,18:27:08,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Tyler Brennan,HCMEDFAC,HLTHCARE,A35-64,0.0,0,General,,1.0,0.0,Normal,NM
BSWN,Beacon Casualty Group /Repped,National,40096,6,15,15,0.0,Placed,P-09,09/16/2026,18:11:47,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,RegionalSports RegionalSports,FININSAU,FINANCE,HH,0.0,0,Sponsor,,0.5,0.0,Normal,NM
BSWN,Highland Allergy Clinic,National,40043,7,139,30,0.0,Placed,P-04,04/18/2026,16:11:42,Sentinels Regular Season,Sentinels --> Sentinels Regular Season,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,Tyler Brennan,HCMEDFAC,HLTHCARE,A35-64,0.0,0,General,,1.0,0.0,Normal,NM
BSWN,Chowtown Chicken,National,40006,3,63,15,0.0,Placed,P-04,05/05/2026,14:43:42,Sentinels Pregame,Sentinels --> Sentinels Regular Season --> Sentinels Pregame,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,James O'Brien,RESTFAST,REST,A50+,0.0,0,General,,0.5,0.0,Normal,NM
BSWN,Chowtown Chicken,National,40006,3,31,15,2149.43,Placed,P-80,04/28/2026,18:13:17,Sentinels Pregame,Sentinels --> Sentinels Regular Season --> Sentinels Pregame,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,James O'Brien,RESTFAST,REST,A50+,0.0,122372,General,,0.5,1795.6,Normal,NM
BSWN,Chowtown Chicken,National,40006,3,32,15,676.92,Placed,P-80,04/29/2026,18:28:38,Sentinels Pregame,Sentinels --> Sentinels Regular Season --> Sentinels Pregame,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,James O'Brien,RESTFAST,REST,A50+,0.0,1866773,General,,0.5,589.69,Normal,NM
BSWN,Chowtown Chicken,National,40006,3,23,15,1186.08,Placed,P-80,04/18/2026,16:25:45,Sentinels Pregame,Sentinels --> Sentinels Regular Season --> Sentinels Pregame,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,James O'Brien,RESTFAST,REST,A50+,0.0,398634,General,,0.5,838.97,Normal,NM
BSWN,Chowtown Chicken,National,40006,3,25,15,1863.45,Placed,P-80,04/22/2026,15:56:37,Sentinels Pregame,Sentinels --> Sentinels Regular Season --> Sentinels Pregame,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,James O'Brien,RESTFAST,REST,A50+,0.0,148446,General,,0.5,1246.04,Normal,NM
BSWN,Chowtown Chicken,National,40006,3,27,15,997.58,Placed,P-80,04/23/2026,15:12:13,Sentinels Pregame,Sentinels --> Sentinels Regular Season --> Sentinels Pregame,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,James O'Brien,RESTFAST,REST,A50+,0.0,407411,General,,0.5,951.41,Normal,NM
BSWN,Chowtown Chicken,National,40006,3,29,15,2447.79,Placed,P-80,04/26/2026,17:28:53,Sentinels Pregame,Sentinels --> Sentinels Regular Season --> Sentinels Pregame,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,James O'Brien,RESTFAST,REST,A50+,0.0,1423302,General,,0.5,2049.86,Normal,NM
BSWN,Chowtown Chicken,National,40006,3,2,15,6042.46,Placed,P-80,03/28/2026,17:41:28,Sentinels Pregame,Sentinels --> Sentinels Regular Season --> Sentinels Pregame,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,James O'Brien,RESTFAST,REST,A50+,0.0,531026,General,,0.5,5134.71,Normal,NM
BSWN,Chowtown Chicken,National,40006,3,61,15,666.25,Placed,P-80,04/02/2026,16:42:54,Sentinels Pregame,Sentinels --> Sentinels Regular Season --> Sentinels Pregame,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,James O'Brien,RESTFAST,REST,A50+,0.0,4129179,General,,0.5,562.46,Normal,NM
BSWN,Chowtown Chicken,National,40006,3,10,15,439.27,Placed,P-80,04/05/2026,12:12:33,Sentinels Pregame,Sentinels --> Sentinels Regular Season --> Sentinels Pregame,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,James O'Brien,RESTFAST,REST,A50+,0.0,1369280,General,,0.5,401.6,Normal,NM
BSWN,Chowtown Chicken,National,40006,3,7,15,1428.71,Placed,P-80,04/01/2026,18:26:59,Sentinels Pregame,Sentinels --> Sentinels Regular Season --> Sentinels Pregame,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,James O'Brien,RESTFAST,REST,A50+,0.0,588151,General,,0.5,1001.42,Normal,NM
BSWN,Chowtown Chicken,National,40006,3,13,15,1914.0,Placed,P-80,04/07/2026,14:58:22,Sentinels Pregame,Sentinels --> Sentinels Regular Season --> Sentinels Pregame,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,James O'Brien,RESTFAST,REST,A50+,0.0,57578,General,,0.5,1655.45,Normal,NM
BSWN,Chowtown Chicken,National,40006,3,19,15,982.65,Placed,P-80,04/14/2026,18:28:53,Sentinels Pregame,Sentinels --> Sentinels Regular Season --> Sentinels Pregame,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,James O'Brien,RESTFAST,REST,A50+,0.0,204925,General,,0.5,800.19,Normal,NM
BSWN,Chowtown Chicken,National,40006,3,44,15,3194.35,Placed,P-80,05/13/2026,18:27:17,Sentinels Pregame,Sentinels --> Sentinels Regular Season --> Sentinels Pregame,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,James O'Brien,RESTFAST,REST,A50+,0.0,298789,General,,0.5,3079.15,Normal,NM
BSWN,Chowtown Chicken,National,40006,3,35,15,452.52,Placed,P-80,05/02/2026,15:22:55,Sentinels Pregame,Sentinels --> Sentinels Regular Season --> Sentinels Pregame,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,James O'Brien,RESTFAST,REST,A50+,0.0,762949,General,,0.5,376.44,Normal,NM
BSWN,Chowtown Chicken,National,40006,3,40,15,1876.0,Placed,P-80,05/08/2026,17:55:37,Sentinels Pregame,Sentinels --> Sentinels Regular Season --> Sentinels Pregame,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,James O'Brien,RESTFAST,REST,A50+,0.0,698017,General,,0.5,1838.53,Normal,NM
BSWN,Chowtown Chicken,National,40006,3,55,15,755.78,Placed,P-80,05/20/2026,18:26:57,Sentinels Pregame,Sentinels --> Sentinels Regular Season --> Sentinels Pregame,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,James O'Brien,RESTFAST,REST,A50+,0.0,346040,General,,0.5,584.7,Normal,NM
BSWN,Chowtown Chicken,National,40006,3,54,15,3848.43,Placed,P-80,05/19/2026,18:26:13,Sentinels Pregame,Sentinels --> Sentinels Regular Season --> Sentinels Pregame,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,James O'Brien,RESTFAST,REST,A50+,0.0,321426,General,,0.5,3803.84,Normal,NM
BSWN,Chowtown Chicken,National,40006,3,60,15,4659.28,Placed,P-80,05/26/2026,14:21:49,Sentinels Pregame,Sentinels --> Sentinels Regular Season --> Sentinels Pregame,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,James O'Brien,RESTFAST,REST,A50+,0.0,790709,General,,0.5,4455.69,Normal,NM
BSWN,Salt + Pepper Group,National,40060,3,14,30,1227.87,Placed,P-80,06/09/2026,17:58:07,Sentinels Pregame,Sentinels --> Sentinels Regular Season --> Sentinels Pregame,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,James O'Brien,RESTNFST,REST,A35-64,1.31,0,Sponsor,1342.11,1.0,1049.21,Normal,NM
BSWN,Salt + Pepper Group,National,40060,3,30,30,1429.39,Placed,P-80,09/23/2026,17:49:28,Sentinels Pregame,Sentinels --> Sentinels Regular Season --> Sentinels Pregame,Leadoff LA,Sentinels --> Sentinels Regular Season --> Sentinels Pregame --> Leadoff LA,Various,James O'Brien,RESTNFST,REST,A35-64,0.15,0,Sponsor,702.37,1.0,1106.06,Normal,NM
